year,month,victim,threat_actor,date_discovered,description
2025,october,esnova.com,SpaceBears,"Oct 03, 2025",Esnova is a …
2025,october,gesimde.es,SpaceBears,"Oct 03, 2025",Gesimde Asociados …
2025,october,gwpengineering.com,RansomHouse,"Oct 03, 2025",GWP …
2025,october,hsjlawyers.com,3AM,"Oct 03, 2025",HSJ Lawyers LLP is a …
2025,october,mitchellind.com,Qilin,"Oct 03, 2025",Mitchell …
2025,october,sagchip.org,Qilin,"Oct 03, 2025",Saginaw Chippewa …
2025,october,shamir.org,Qilin,"Oct 03, 2025",Shamir Medical Center …
2025,october,scstruss.com,SECUROTROP,"Oct 03, 2025",Structural …
2025,october,suratisweetmart.com,Lynx,"Oct 03, 2025",Surati Sweet …
2025,october,trimedortho.com,Lynx,"Oct 03, 2025","TriMed, Inc. is an …"
2025,october,weberflavors.com,RansomHouse,"Oct 03, 2025",Weber …
2025,october,wilsenergy.com,KAIROS,"Oct 03, 2025",Wilsenergy is a …
2025,october,xbcinc.com,Akira,"Oct 03, 2025",Xebec Building is a …
2025,october,edriltd.co.il,CyberToufan,"Oct 02, 2025",A.D. Edri …
2025,october,abcengineering.ca,SECUROTROP,"Oct 02, 2025",ABC …
2025,october,adhunikpower.com,MyData,"Oct 02, 2025",Adhunik Power …
2025,october,atsolution.com,Sinobi,"Oct 02, 2025",AT Solution is a …
2025,october,barrandbarr.com,Akira,"Oct 02, 2025","Barr & Barr, Inc. …"
2025,october,cholakyanchiro.com,INC_RANSOM,"Oct 02, 2025",Cholakyan …
2025,october,climatron.co.za,INC_RANSOM,"Oct 02, 2025",Climatron …
2025,october,datacarparts.co.il,CyberToufan,"Oct 02, 2025",DataCar …
2025,october,3dcs.com,JGroup,"Oct 02, 2025",Dimensional Control …
2025,october,callhci.com,INC_RANSOM,"Oct 02, 2025",Heritage …
2025,october,icc-nw.net,INC_RANSOM,"Oct 02, 2025",ICC Northwest is …
2025,october,ihm-brooklyn.org,Sinobi,"Oct 02, 2025",Immaculate …
2025,october,integritywealthconsulting.com,Sinobi,"Oct 02, 2025",…
2025,october,jrmc.com,Sinobi,"Oct 02, 2025",Johnson Regional …
2025,october,judsoncenter.org,Sinobi,"Oct 02, 2025",Judson Center …
2025,october,karatpackaging.com,Sinobi,"Oct 02, 2025",Karat …
2025,october,keystone-pd.com,Akira,"Oct 02, 2025",Keystone …
2025,october,lammco.net,INC_RANSOM,"Oct 02, 2025",LAMMCO is a …
2025,october,laserautomotive.com,Sinobi,"Oct 02, 2025",Laser …
2025,october,lugand-aciers.fr,Sinobi,"Oct 02, 2025",Lugand Aciers …
2025,october,miraense.com,Gunra,"Oct 02, 2025",Miraense is an …
2025,october,plainviewfd.org,RansomHouse,"Oct 02, 2025",Plainview …
2025,october,profimetrics.com,Devman,"Oct 02, 2025",Profimetrics is …
2025,october,suntreeinternalmedicine.com,INC_RANSOM,"Oct 02, 2025",…
2025,october,zivcar.co.il,CyberToufan,"Oct 02, 2025",Ziv Car is a …
2025,october,apexcovantage.com,Akira,"Oct 01, 2025",Apex CoVantage …
2025,october,autohaus-malin.at,Chaos,"Oct 01, 2025",Autohaus Malin …
2025,october,azprogroup.com,JGroup,"Oct 01, 2025",AZPRO is a …
2025,october,braswellsvc.com,Devman,"Oct 01, 2025",Braswell …
2025,october,bugnard.ch,Akira,"Oct 01, 2025",Bugnard SA is a tool …
2025,october,busaba.com,Devman,"Oct 01, 2025",Busaba is a …
2025,october,cascadepulp.com,Akira,"Oct 01, 2025",Cascade Pacific …
2025,october,chicagobotanic.org,Devman,"Oct 01, 2025",Chicago …
2025,october,foremostasset.com,Qilin,"Oct 01, 2025",Foremost Asset …
2025,october,greenvillelegal.com,DragonForce,"Oct 01, 2025",…
2025,october,idealbathrooms.ie,INC_RANSOM,"Oct 01, 2025",Ideal …
2025,october,jwhowardattorneys.com,SECUROTROP,"Oct 01, 2025",JW …
2025,october,komarindustries.com,Play,"Oct 01, 2025",Komar …
2025,october,mcbs.com,PEAR,"Oct 01, 2025","MCBS, LLC is a medical …"
2025,october,midwestindustriesinc.com,Akira,"Oct 01, 2025",Midwest …
2025,october,mobydickam.com,Qilin,"Oct 01, 2025",Mobidic Asset …
2025,october,mmsag.de,JGroup,"Oct 01, 2025",Multi-media systeme AG …
2025,october,ncgllc.com,Devman,"Oct 01, 2025",Noble Construction …
2025,october,nacsworld.com,INC_RANSOM,"Oct 01, 2025",North America …
2025,october,pawling.com,Akira,"Oct 01, 2025",Pawling Corporation …
2025,october,petraville.gabia.io,Qilin,"Oct 01, 2025",Petraville …
2025,october,priesterav.com,Akira,"Oct 01, 2025",Priester Aviation …
2025,october,r3consulting.com,Devman,"Oct 01, 2025",R3 Government …
2025,october,rectoryschool.org,Qilin,"Oct 01, 2025",Rectory School …
2025,october,sincoinc.com,Akira,"Oct 01, 2025","Sinco, Inc. is a …"
2025,october,smilesbysteedman.com,SpaceBears,"Oct 01, 2025",Smiles …
2025,october,storageking.com.au,ANUBIS,"Oct 01, 2025",Storage King …
2025,october,suebausa.com,Akira,"Oct 01, 2025",Sueba USA is a real …
2025,october,traumamc.com,Qilin,"Oct 01, 2025",Traum Investment Co. …
2025,october,turfcare.ca,Akira,"Oct 01, 2025",Turf Care is a …
2025,october,usbmemorydirect.com,STORMOUS,"Oct 01, 2025",USB Memory …
2025,october,vonparis.com,Akira,"Oct 01, 2025",Von Paris Moving is …
2025,october,weschlers.com,SECUROTROP,"Oct 01, 2025",Weschler’s is …
2025,november,aptonline.org,Akira,"Nov 30, 2025",American Public …
2025,november,benchmarkconnector.com,Akira,"Nov 30, 2025",Benchmark …
2025,november,castinghouse.com,Akira,"Nov 30, 2025",Casting House is …
2025,november,concord-academy.org,Medusa,"Nov 30, 2025",Concord …
2025,november,designteam.net,Akira,"Nov 30, 2025",Design Team is a …
2025,november,devereux.org,TheGentlemen,"Nov 30, 2025",Devereux …
2025,november,djtcorp.in,Root,"Nov 30, 2025",DJT Corporation & …
2025,november,everbiz.com.tw,TheGentlemen,"Nov 30, 2025",Everbiz …
2025,november,familyfarmandhome.com,WorldLeaks,"Nov 30, 2025",Family …
2025,november,gershow.com,Akira,"Nov 30, 2025",Gershow Recycling is …
2025,november,ib-laudi.de,Brotherhood,"Nov 30, 2025",Ingenieurbüro …
2025,november,jpx.co.jp,Root,"Nov 30, 2025","Japan Exchange Group, …"
2025,november,k2d.com,Akira,"Nov 30, 2025",K2D Consulting Engineers …
2025,november,lonerockresources.com,Akira,"Nov 30, 2025",Lone Rock …
2025,november,mspulmonary.com,ANUBIS,"Nov 30, 2025",Mid South …
2025,november,mortonltc.com,Akira,"Nov 30, 2025",Morton LTC is an …
2025,november,paninikabobgrill.com,Akira,"Nov 30, 2025",Panini Kabob …
2025,november,parrishtire.com,Akira,"Nov 30, 2025",Parrish Tire …
2025,november,radtkecontractors.com,Akira,"Nov 30, 2025",Radtke …
2025,november,resonancenetwork.com,Root,"Nov 30, 2025",Resonance …
2025,november,tmc.co.il,CyberToufan,"Nov 30, 2025",TMC Transformers …
2025,november,vviewisd.net,INC_RANSOM,"Nov 30, 2025",Valley View ISD …
2025,november,weissandco.com,Qilin,"Nov 30, 2025",Weiss & Company …
2025,november,zoya.com,Qilin,"Nov 30, 2025",Zoya is a beauty & …
2025,november,abme.com.sg,Nova,"Nov 28, 2025",Ang Brothers (M&E) Pte …
2025,november,aslhr.com,Akira,"Nov 28, 2025",ASL HR Solutions Pvt …
2025,november,bcfpers.org,Qilin,"Nov 28, 2025",The Baltimore City …
2025,november,caros.kr,Nova,"Nov 28, 2025","Caros Co., Ltd. is a …"
2025,november,spcity.org,Qilin,"Nov 28, 2025",City of Santa Paula is …
2025,november,comansco.com,Qilin,"Nov 28, 2025",Comansco Ltd. is a …
2025,november,ccegolfcars.com,Akira,"Nov 28, 2025",CCE Golf Cars was …
2025,november,crucible.com,Akira,"Nov 28, 2025","Crucible Industries, …"
2025,november,dealerinformationsystems.com,Akira,"Nov 28, 2025",…
2025,november,dtgcs.com,Akira,"Nov 28, 2025",DTG Consulting …
2025,november,err.ch,Qilin,"Nov 28, 2025",ERR AG is an architectural …
2025,november,hitechgp.co.uk,Akira,"Nov 28, 2025",Hitech Grand Prix …
2025,november,kellywearstler.com,Akira,"Nov 28, 2025",Kelly …
2025,november,msystemscompany.com,Akira,"Nov 28, 2025",Mechanical …
2025,november,pfmi.ca,INC_RANSOM,"Nov 28, 2025",PFMI is a …
2025,november,rollingertec.lu,TENGU,"Nov 28, 2025",Rollingertec S.A. …
2025,november,sblmarchitects.com,Akira,"Nov 28, 2025",SBLM …
2025,november,snydercohn.com,Akira,"Nov 28, 2025",Snyder Cohn is a …
2025,november,volleyballusa.com,Qilin,"Nov 28, 2025",Volleyball USA …
2025,november,accgs.com,Rhysida,"Nov 27, 2025",Accelerated Global …
2025,november,adc-aerospace.com,Play,"Nov 27, 2025",ADC Aerospace is …
2025,november,arabia-holding.com,Qilin,"Nov 27, 2025",Arabia Holding …
2025,november,be-law.com,Akira,"Nov 27, 2025","Bergeson, LLP is a …"
2025,november,biopharmaservices.com,Qilin,"Nov 27, 2025",BioPharma …
2025,november,burnhambrown.com,Qilin,"Nov 27, 2025",Burnham Brown is …
2025,november,ascensionlondon.com,CiphBit,"Nov 27, 2025",Church of …
2025,november,dacia-ploiesti.ro,Benzona,"Nov 27, 2025",Dacia …
2025,november,disstontools.com,Qilin,"Nov 27, 2025",Disston Tools is …
2025,november,dobcogroup.com,Akira,"Nov 27, 2025",Dobco Group is an …
2025,november,eastekinternational.com,Qilin,"Nov 27, 2025",Eastek …
2025,november,emond.ca,DragonForce,"Nov 27, 2025",Emond Publishing …
2025,november,enerrepharma.com,DragonForce,"Nov 27, 2025",Enerre …
2025,november,finelinewood.com,Akira,"Nov 27, 2025",Fineline …
2025,november,floorheat.com,Akira,"Nov 27, 2025",FloorHeat Co. is a …
2025,november,fit-foxconn.com,INC_RANSOM,"Nov 27, 2025",Foxconn …
2025,november,globatech.ca,Akira,"Nov 27, 2025",Globatech is a …
2025,november,healthcareaudits.net,DragonForce,"Nov 27, 2025",…
2025,november,itl-edv.de,INC_RANSOM,"Nov 27, 2025",ITL Systemhaus …
2025,november,sltlaw.com,Akira,"Nov 27, 2025",Law Offices of Stacey …
2025,november,meena-health.com,KillSecurity,"Nov 27, 2025",Meena …
2025,november,mazda-ploiesti.ro,Benzona,"Nov 27, 2025",Motors City …
2025,november,pacrail.com,Akira,"Nov 27, 2025",Pacific Railway …
2025,november,poliserv.ro,Benzona,"Nov 27, 2025",Poliserv JG (PJG) …
2025,november,ramajudicial.gov.co,KillSecurity,"Nov 27, 2025",Rama …
2025,november,suzuki-ploiesti.ro,Benzona,"Nov 27, 2025",Rossit …
2025,november,snsin.com,Sinobi,"Nov 27, 2025",Secure Network …
2025,november,sevci.org,Benzona,"Nov 27, 2025","SEV-CI (Santé, Espoir …"
2025,november,shelbra.com,DragonForce,"Nov 27, 2025",Shelbra …
2025,november,asf.edu.mx,Qilin,"Nov 27, 2025",The American School …
2025,november,trolec.com,Qilin,"Nov 27, 2025",Trolec Inc. is a …
2025,november,wsengineers.com,Akira,"Nov 27, 2025",Williams & …
2025,november,wlrprecision.co.uk,Qilin,"Nov 27, 2025",WLR Precision …
2025,november,workflowconcepts.com,Qilin,"Nov 27, 2025",Workflow …
2025,november,zoetis.com,Akira,"Nov 27, 2025",Zoetis is a global …
2025,november,allervie.com,ANUBIS,"Nov 26, 2025",AllerVie Health is …
2025,november,amcor.com,CoinbaseCartel,"Nov 26, 2025",Amcor plc is a …
2025,november,bpml.in,NightSpire,"Nov 26, 2025",Balkrishna Paper …
2025,november,blueprojects.com,Qilin,"Nov 26, 2025",Blue Projects is …
2025,november,christofle.com,Qilin,"Nov 26, 2025",Christofle is a …
2025,november,cmpractice.com,Qilin,"Nov 26, 2025",Columbia Medical …
2025,november,cryopur.com,INC_RANSOM,"Nov 26, 2025",Cryo Pur is an …
2025,november,iberia.com,Everest,"Nov 26, 2025",Iberia is the …
2025,november,inspirecommunities.com,Qilin,"Nov 26, 2025",Inspire …
2025,november,kidsandcompany.com,Sinobi,"Nov 26, 2025",Kids & …
2025,november,lssu.edu,Qilin,"Nov 26, 2025",Lake Superior State …
2025,november,lamaica.com,NightSpire,"Nov 26, 2025",LAMAICA is a …
2025,november,marlex.net,Rhysida,"Nov 26, 2025",Marlex Human Capital …
2025,november,moneymart.ca,Everest,"Nov 26, 2025",Money Mart is a …
2025,november,nettts.com,Qilin,"Nov 26, 2025",New England Tractor …
2025,november,nonc.in,NightSpire,"Nov 26, 2025",NONC is an …
2025,november,paal.de,Qilin,"Nov 26, 2025",Paal is a family-owned …
2025,november,rempe.com,Sinobi,"Nov 26, 2025",Rempe Construction is …
2025,november,rpo.org,Akira,"Nov 26, 2025",Rochester Philharmonic …
2025,november,schmidts.com,INC_RANSOM,"Nov 26, 2025",Schmidt’s …
2025,november,ch13mn.com,Akira,"Nov 26, 2025",Standing Chapter 13 …
2025,november,statmedplus.com,Sinobi,"Nov 26, 2025","StatMed Plus, …"
2025,november,asinational.com,Sinobi,"Nov 25, 2025","Access Search, …"
2025,november,aceforwarding.com,3AM,"Nov 25, 2025",ACE Forwarding is …
2025,november,adept.dk,Sinobi,"Nov 25, 2025",ADEPT is an …
2025,november,advanceddentalinc.com,Sinobi,"Nov 25, 2025",Advanced …
2025,november,akehurst.com,Akira,"Nov 25, 2025",Akehurst Landscape …
2025,november,chairmansfoods.com,Akira,"Nov 25, 2025",Chairmans …
2025,november,collegecsm.com,Rhysida,"Nov 25, 2025",Collège …
2025,november,dynamichomerepair.com,SafePay,"Nov 25, 2025",Dynamic …
2025,november,ecsa.com.ec,TheGentlemen,"Nov 25, 2025",Ecuacorriente …
2025,november,emis.com,TheGentlemen,"Nov 25, 2025",EMIS is a …
2025,november,fucerep.com.uy,RansomHouse,"Nov 25, 2025",Fucerep is a …
2025,november,hytorc.com,Qilin,"Nov 25, 2025",HYTORC is a company …
2025,november,issaqueenadental.com,Interlock,"Nov 25, 2025",…
2025,november,jrengineering.com,Interlock,"Nov 25, 2025",JR …
2025,november,klueber-elektro.de,PayoutsKING,"Nov 25, 2025",Klüber …
2025,november,rehmann.de,SafePay,"Nov 25, 2025","Kröger, Rehmann & …"
2025,november,kulturradet.se,RansomHouse,"Nov 25, 2025",Swedish Arts …
2025,november,libertygold.com,Sinobi,"Nov 25, 2025",Liberty Gold …
2025,november,lithographix.com,PayoutsKING,"Nov 25, 2025",…
2025,november,mtoilet.pl,Chaos,"Nov 25, 2025",mToilet is a provider …
2025,november,nottinghamvillage.org,Qilin,"Nov 25, 2025",Nottingham …
2025,november,novatel.com,Qilin,"Nov 25, 2025",NovAtel Inc. (part of …
2025,november,omegatoolcorp.com,INC_RANSOM,"Nov 25, 2025",Omega Tool …
2025,november,southernlion.com.my,INC_RANSOM,"Nov 25, 2025",Southern …
2025,november,talaricosrl.com,TheGentlemen,"Nov 25, 2025",Talarico …
2025,november,travelclub.es,Everest,"Nov 25, 2025",Travel Club is …
2025,november,uscs.edu.br,Medusa,"Nov 25, 2025",Universidade …
2025,november,wrcomercio.com.br,Medusa,"Nov 25, 2025",WR Comércio de …
2025,november,zecher.com,Qilin,"Nov 25, 2025",Zecher GmbH is a …
2025,november,acroni.si,CL0P,"Nov 24, 2025",Acroni is a steel‑making …
2025,november,aihealth.vn,TheGentlemen,"Nov 24, 2025",AiHealth is a …
2025,november,aqm.com.sa,CL0P,"Nov 24, 2025",Al Quraishi Marketing …
2025,november,almarealty.com,Qilin,"Nov 24, 2025",Alma Realty Corp …
2025,november,anywhere.re,CL0P,"Nov 24, 2025",Anywhere Real Estate …
2025,november,aosom.com,CL0P,"Nov 24, 2025",Aosom is a global …
2025,november,barrcos.com,DragonForce,"Nov 24, 2025",Barr Companies …
2025,november,bertselectric.net,Qilin,"Nov 24, 2025",Berts Electric …
2025,november,bodegassanhuberto.com.ar,DragonForce,"Nov 24, 2025",…
2025,november,cmsw.com,DragonForce,"Nov 24, 2025",C&M Software is a …
2025,november,cal-comp.com.mx,Qilin,"Nov 24, 2025",Cal-Comp …
2025,november,cappshupak.com,Qilin,"Nov 24, 2025",Capp Shupak is a …
2025,november,cmingredients.com,Qilin,"Nov 24, 2025",Cayuga Milk …
2025,november,coralclubes.com.mx,TENGU,"Nov 24, 2025",Coral Clubes …
2025,november,du.ae,DragonForce,"Nov 24, 2025",Du is a major …
2025,november,eighteenpk.com,CL0P,"Nov 24, 2025",Eighteen is a real …
2025,november,e-m-i.com,Akira,"Nov 24, 2025",Electro Mechanical …
2025,november,f-w-s.net,DragonForce,"Nov 24, 2025",F‑W‑S Countertops …
2025,november,fiingate.vn,TheGentlemen,"Nov 24, 2025",FiinGate is a …
2025,november,firstfruits.com,Akira,"Nov 24, 2025",FirstFruits Farms …
2025,november,fueling-solutions.com,DragonForce,"Nov 24, 2025",…
2025,november,goldstarpens.com,CL0P,"Nov 24, 2025",Goldstar is a …
2025,november,newyorklawgroup.com,DragonForce,"Nov 24, 2025",…
2025,november,gsccca.org,Devman,"Nov 24, 2025",GSCCCA is a …
2025,november,hcmspartners.com,CL0P,"Nov 24, 2025",HCMS Partners is …
2025,november,healthcareandmoore.com,DragonForce,"Nov 24, 2025",…
2025,november,homesteadmuseum.org,Qilin,"Nov 24, 2025",Homestead …
2025,november,hypertherm.com,CL0P,"Nov 24, 2025",Hypertherm is an …
2025,november,ibizsoftinc.com,CL0P,"Nov 24, 2025",iBizSoft is an IT …
2025,november,incentiveconcepts.com,CL0P,"Nov 24, 2025",Incentive …
2025,november,intellinum.com,CL0P,"Nov 24, 2025",Intellinum is a …
2025,november,interlinktrade.com,Qilin,"Nov 24, 2025",Interlink …
2025,november,interoil.no,CL0P,"Nov 24, 2025",Interoil is an …
2025,november,inventive-it.com,CL0P,"Nov 24, 2025",Inventive …
2025,november,kajimaeurope.com,Qilin,"Nov 24, 2025",Kajima Europe is …
2025,november,katchkan.com,Play,"Nov 24, 2025",Katch Kan is an …
2025,november,kettlesanchez.com,DragonForce,"Nov 24, 2025",Kettle …
2025,november,keystonefabricating.com,Play,"Nov 24, 2025",Keystone …
2025,november,kimdental.vn,TheGentlemen,"Nov 24, 2025",Kim Dental is …
2025,november,kimberamerica.com,Akira,"Nov 24, 2025",Kimber is a …
2025,november,knextech.com,CL0P,"Nov 24, 2025",Knex Technology is an …
2025,november,koreanaircnd.com,CL0P,"Nov 24, 2025",Korean Air C&D …
2025,november,landis.com,Akira,"Nov 24, 2025",Landis is a …
2025,november,legacyclassic.com,CL0P,"Nov 24, 2025",Legacy Classic …
2025,november,macys.com,CL0P,"Nov 24, 2025","Macy’s, Inc. is a major …"
2025,november,msg.com,CL0P,"Nov 24, 2025",Madison Square Garden is …
2025,november,maheu-maheu.com,Qilin,"Nov 24, 2025",Maheu & Maheu is …
2025,november,maafs.com,CL0P,"Nov 24, 2025",Maryland Association of …
2025,november,mmlkadvantage.com,Qilin,"Nov 24, 2025",McGinnis …
2025,november,dublinmedicalcenter.com,PEAR,"Nov 24, 2025",Medical …
2025,november,misterguns.com,SECUROTROP,"Nov 24, 2025",Mister Guns …
2025,november,nama.om,CL0P,"Nov 24, 2025",Nama Group is a …
2025,november,infim.ro,Nova,"Nov 24, 2025",National Institute of …
2025,november,newlinecloud.com,CL0P,"Nov 24, 2025",Newline Cloud is …
2025,november,nissancapital.com,Qilin,"Nov 24, 2025",Nissan Capital …
2025,november,northeasterncorp.com,CL0P,"Nov 24, 2025",NorthEastern …
2025,november,nugentsupply.com,DragonForce,"Nov 24, 2025",Nugent …
2025,november,onsolve.com,INC_RANSOM,"Nov 24, 2025",OnSolve is a …
2025,november,outbackpharmacies.com.au,BEAST,"Nov 24, 2025",Outback …
2025,november,panemirates.com,DragonForce,"Nov 24, 2025",Pan Home is …
2025,november,parsirang.com,DragonForce,"Nov 24, 2025",Parsirang Co. …
2025,november,pmplastic.com,Akira,"Nov 24, 2025",PM Plastics is a …
2025,november,procure.com,Devman,"Nov 24, 2025",ProCure Proton …
2025,november,newjerseymoversnj.com,Akira,"Nov 24, 2025",Reliable …
2025,november,sansala.es,TheGentlemen,"Nov 24, 2025",Sansala is a …
2025,november,singcons.vn,TheGentlemen,"Nov 24, 2025",Singapore City …
2025,november,stjoes.ca,Rhysida,"Nov 24, 2025",St. Joseph’s …
2025,november,summitconstructionsupply.com,DragonForce,"Nov 24, 2025 …",
2025,november,sunafil.gob.pe,BlackShrantac,"Nov 24, 2025",…
2025,november,hunnicuttlaw.com,Qilin,"Nov 24, 2025",The Hunnicutt …
2025,november,alaseel.com.sa,CL0P,"Nov 24, 2025",Thob Al Aseel is an …
2025,november,turkstratrusses.ca,Play,"Nov 24, 2025",Turkstra …
2025,november,uam.mx,DATACARRY,"Nov 24, 2025",UAM is a public …
2025,november,vnbis.com,TheGentlemen,"Nov 24, 2025",Vanguard …
2025,november,vanteceurope.com,Lynx,"Nov 24, 2025",Vantec Europe …
2025,november,vipappsconsulting.com,CL0P,"Nov 24, 2025",VIP Apps …
2025,november,wrsd.net,Rhysida,"Nov 24, 2025",Wachusett Regional …
2025,november,whitinger.com,Akira,"Nov 24, 2025",Whitinger & Company …
2025,november,woom.com,INC_RANSOM,"Nov 24, 2025",Woom is a …
2025,november,xox.com.my,Qilin,"Nov 24, 2025",XOX is a …
2025,november,abbott.com,CL0P,"Nov 21, 2025",Abbott is a global …
2025,november,ajjersey.net,Akira,"Nov 21, 2025",AJ Jersey Inc. is a …
2025,november,aljomaihauto.com,CL0P,"Nov 21, 2025",Aljomaih …
2025,november,alshaya.com,CL0P,"Nov 21, 2025",Alshaya Group is a …
2025,november,appliedenergysystems.com,Play,"Nov 21, 2025",Applied …
2025,november,artesianinsurance.ca,Play,"Nov 21, 2025",Artesian …
2025,november,bechtel.com,CL0P,"Nov 21, 2025",Bechtel Corporation is …
2025,november,broadcom.com,CL0P,"Nov 21, 2025",Broadcom Inc. is a …
2025,november,canon.com,CL0P,"Nov 21, 2025",Canon is a global …
2025,november,cigam.com.br,CoinbaseCartel,"Nov 21, 2025",Cigam …
2025,november,cimertex.pt,Qilin,"Nov 21, 2025",Cimertex S.A. is a …
2025,november,dooney.com,CL0P,"Nov 21, 2025",Dooney & Bourke is a …
2025,november,envoy.com,CL0P,"Nov 21, 2025",Envoy is a technology …
2025,november,evytra.com,Akira,"Nov 21, 2025",Evytra is a technology …
2025,november,fayettecountypa.org,Qilin,"Nov 21, 2025",Fayette …
2025,november,fleetship.com,CL0P,"Nov 21, 2025",Fleet Management …
2025,november,frontrol.com,CL0P,"Nov 21, 2025",Frontrol is a company …
2025,november,fruit.com,CL0P,"Nov 21, 2025","Fruit of the Loom, Inc. …"
2025,november,riderta.com,CL0P,"Nov 21, 2025",Greater Cleveland …
2025,november,greenballtires.com,CL0P,"Nov 21, 2025",Greenball …
2025,november,highmarkcos.com,Play,"Nov 21, 2025",Highmark Companies …
2025,november,humana.com,CL0P,"Nov 21, 2025",Humana Inc. is a major …
2025,november,hydroscand.com,Akira,"Nov 21, 2025",Hydroscand is a …
2025,november,kewaunee.com,CoinbaseCartel,"Nov 21, 2025",Kewaunee …
2025,november,llproducts.com,CL0P,"Nov 21, 2025","L&L Products, Inc. …"
2025,november,maekratingpower.com,Qilin,"Nov 21, 2025",Mae Krating …
2025,november,makro.co.th,RansomHouse,"Nov 21, 2025",Makro is a cash …
2025,november,mazda.com,CL0P,"Nov 21, 2025",Mazda Motor Corporation …
2025,november,mazdausa.com,CL0P,"Nov 21, 2025",Mazda USA is a global …
2025,november,michelin.com,CL0P,"Nov 21, 2025",Michelin Group is a …
2025,november,ncmachinery.com,Play,"Nov 21, 2025",N C Machinery Co. …
2025,november,n15technology.com,Qilin,"Nov 21, 2025",N15 Technology …
2025,november,onesa.com,Play,"Nov 21, 2025","One Source Associates, …"
2025,november,oracle.com,CL0P,"Nov 21, 2025",Oracle Corporation is a …
2025,november,patlite.com,Play,"Nov 21, 2025",Patlite Corporation is …
2025,november,radiosound.com,Play,"Nov 21, 2025","Radio Sound, Inc. …"
2025,november,sakolenergy.com,Qilin,"Nov 21, 2025",Sakol Energy …
2025,november,bedachungen-soellner.de,Sarcoma,"Nov 21, 2025",Söllner …
2025,november,sumitomo-chem.co.jp,CL0P,"Nov 21, 2025",Sumitomo …
2025,november,swiftfilters.com,Akira,"Nov 21, 2025","Swift Filters, …"
2025,november,teamglobal.com,MORPHEUS,"Nov 21, 2025",TeamGlobal is a …
2025,november,classiccenter.com,Lynx,"Nov 21, 2025",The Classic …
2025,november,tranetechnologies.com,CL0P,"Nov 21, 2025",Trane …
2025,november,treetgroup.com,CL0P,"Nov 21, 2025",Treet Corporation …
2025,november,phoenix.edu,CL0P,"Nov 21, 2025",University of Phoenix …
2025,november,wellbizbrands.com,CL0P,"Nov 21, 2025",Wellbiz Brands …
2025,november,worley.com,CL0P,"Nov 21, 2025",Worley Limited is an …
2025,november,wrightmw.com,Akira,"Nov 21, 2025",Wright Architectural …
2025,november,aarco.com.mx,Akira,"Nov 20, 2025",AARCO Agente de …
2025,november,ataamerica.com,Akira,"Nov 20, 2025",American Trust …
2025,november,arencon.com,Akira,"Nov 20, 2025",ARENCON Inc. is an …
2025,november,availinfra.com,CL0P,"Nov 20, 2025",Avail …
2025,november,belfuse.com,CL0P,"Nov 20, 2025",Bel Fuse Inc. is an …
2025,november,cardinalsvc.com,Akira,"Nov 20, 2025",Cardinal …
2025,november,changepond.com,Sinobi,"Nov 20, 2025",Changepond …
2025,november,croftllc.com,Sinobi,"Nov 20, 2025","Croft, LLC is a …"
2025,november,cytivalifesciences.com,CL0P,"Nov 20, 2025",Cytiva is a …
2025,november,elkay.com,CL0P,"Nov 20, 2025",Elkay Manufacturing …
2025,november,enovis.com,CL0P,"Nov 20, 2025",Enovis Corporation is a …
2025,november,future.com.bo,Devman,"Nov 20, 2025",Future SRL …
2025,november,garlandisdschools.net,CL0P,"Nov 20, 2025",Garland …
2025,november,hostingfest.net,Nova,"Nov 20, 2025",HostingFest is a …
2025,november,innovex-inc.com,Play,"Nov 20, 2025",Innovex …
2025,november,lifefitness.com,CL0P,"Nov 20, 2025",Life Fitness is a …
2025,november,marinefoodsexpress.com,Qilin,"Nov 20, 2025",Marine …
2025,november,mcchemical.com,Devman,"Nov 20, 2025",Mid-Continental …
2025,november,moderndisplay.com,Akira,"Nov 20, 2025",Modern Display …
2025,november,naffco.com,INC_RANSOM,"Nov 20, 2025",Naffco is a …
2025,november,nch.com,CL0P,"Nov 20, 2025",NCH Corporation (now part …
2025,november,orchidislandfl.com,Akira,"Nov 20, 2025",Orchid Island …
2025,november,prvepa.com,Akira,"Nov 20, 2025",Pearl River Valley …
2025,november,perrybrothersoil.com,Akira,"Nov 20, 2025",Perry …
2025,november,rfsuny.org,CL0P,"Nov 20, 2025",The Research Foundation …
2025,november,reidhurstnagy.com,INC_RANSOM,"Nov 20, 2025",RHN CPA is …
2025,november,stoss.net,Akira,"Nov 20, 2025",STOSS Landscape …
2025,november,theintertechgroup.com,Akira,"Nov 20, 2025",The …
2025,november,adesursas.com,SafePay,"Nov 19, 2025",Adesur SAS (also …
2025,november,myacfcu.org,Qilin,"Nov 19, 2025",Appalachian Community …
2025,november,atriumlivingcenters.com,Medusa,"Nov 19, 2025",Atrium …
2025,november,bj-rocket.com,Sarcoma,"Nov 19, 2025",B&J Rocket is a …
2025,november,baisyaakov.ca,INC_RANSOM,"Nov 19, 2025",Bais Yaakov …
2025,november,bleylengineering.com,,"Nov 19, 2025",Bleyl Engineering …
2025,november,claycoelectric.org,Qilin,"Nov 19, 2025",Clayco Solar …
2025,november,continuumindia.com,INC_RANSOM,"Nov 19, 2025",Continuum …
